improve	target	pathways
improve	target	patients' prognosis
improve	target	prognosis
improved	in-context	use
improved	target	efficiency
improved	target	sensitivity
improves	subject	best clinical response
in comparison	in-context	full spike region
incapacity	has-property	lymphocyte
incapacity	in-context	lymphocyte
incidence	in-context	confirmed
include	subject	manifestations of SARS-CoV-2
include	target	breathing difficulty
include	target	cough
include	target	dry
include	target	fever
include	target	weakness
included	in-place	study
included	subject	age
included	subject	cases
included	subject	regions
included	subject	symptoms
included	target	COVID-19 EWS
included	target	arthralgia
included	target	damage
included	target	myalgia
included	target	shortness of breath
including	in-context	belong
including	subject	monitoring
including	subject	others
including	target	CMV
including	target	HHV-6
including	target	changes
including	target	support
including	target	ultrasound
increase	causes	improve
increase	causes	ration
increase	entails	improve
increase	entails	ration
increase	has-property	marked
increase	in-context	COVID-19
increase	in-context	absence
increase	in-context	role
increase	in-time	infection
increase	subject	NLR
increase	subject	contacting with
increase	subject	number
increase	subject	treatment
increase	target	JNK
increase	target	chances
increase	target	have
increase	target	mortality
increase	target	numbe
increase	target	p38 phosphorylation
increase	target	patients
increase	target	phosphorylation
increase	target	survival
increased	causes	These
increased	entails	selection
increased	in-context	3 fold
increased	in-context	DTR values
increased	in-context	OR
increased	in-context	dose-dependent
increased	in-context	dose-dependent manner
increased	in-context	in comparison
increased	in-context	patients
increased	in-context	population
increased	in-context	values
increased	in-place	Tabriz
increased	in-place	blood group A
increased	in-place	patients
increased	in-time	cold season
increased	in-time	season
increased	is-a	measures
increased	same-as	release
increased	subject	LPS treatment
increased	subject	SARS-CoV-2 WIV04
increased	subject	rates
increased	subject	risk
increased	subject	secretion
increased	target	ATG5
increased	target	LC3B-II
increased	target	dN/dS ratio
increased	target	risk
increased	target	self-quarantine
increased	target	synonymous substitution
increased expression	target	host immune response genes
increases	entails	delays
increases	entails	potential
increases	in-context	genome
increases	subject	substitutions
increases	subject	temperature
increases	target	doubling time
increases	target	number
increasing	entails	become
increasing	target	D
increasing	target	κ
incubating	in-context	buffer
incubating	in-place	buffer
incubating	is-a	assays
incubating	target	20 μg pcMNPs
incubating	target	RNA molecules
incubating	target	molecules
incubating	target	pcMNPs
incubation	in-context	COVID-19
incubation	in-context	symptoms
incubation	in-time	2-7
incubation	subject	COVID-19
incubation period	causes	spread
incubation period	causes	time delay
incubation period	has-property	estimated
incubation period	has-property	long
incubation period	has-property	mean
incubation period	in-context	COVID-19
incubation period	in-context	infections
incubation period	same-as	4.9
incubation period	same-as	4.9 days
incubation time	has-property	shorter
index	has-part	loop
index	has-property	loop
index	is-a	finger
indicate	in-context	assumption
indicate	subject	severity
indicate	target	severity
indicated	subject	CVL218
indicated	subject	Logistic regression analysis
indicated	subject	analysis
indicated	subject	data
indicated	target	COVID-19
indicated	target	pharmacokinetic profile of CVL218
indicated	target	risk factor
indicated	target	severity
indicates	subject	Superposition
indicates	subject	X
indicates	subject	limited data
indicates	subject	seasonality factor
indicates	target	SARS-CoV-2
indicates	target	amino acids
indicates	target	cases
indicates	target	involved
indicates	target	spread
indicating	subject	reads
indicating	subject	show
indicating	target	ARDS
indicating	target	acute respiratory distress syndrome
indicating	target	dominate
indicating	target	specificity
indicating	target	suppressed
indicator	has-property	effective
indicator	has-property	reliable
indicator	in-context	COVID-19
indicator	in-context	disease
indicator	in-context	patients
indicator	subject	decrease
indicator	subject	lymphopenia
indicator	target	COVID-19
indicator	target	disease
indicator	target	hospitalization
indicator	target	severity
individual	causes	cases
individuals	has-property	infected
individuals	has-property	uninfected
induced	entails	confirming
induced	has-property	higher
induced	subject	DUB
induced	subject	SARS-CoV-2
induced	subject	activation
induced	subject	hemagglutinin
induced	subject	inflammation
induced	subject	viruses
induced	target	70% cross immunity
induced	target	bystander activation
induced	target	inflammation
induced	target	levels
induced	target	lysis
induces	target	HCoV-HKU1
inefficient	in-context	computationally
infect	subject	patients
infect	target	others
infected	has-part	9%
infected	has-property	disease severity
infected	has-property	easily
infected	has-property	severely
infected	in-context	COVID-19
infected	in-context	MERS-CoV
infected	in-context	SARS-CoV
infected	in-context	asymptomatic
infected	in-context	close contact
infected	in-context	more
infected	in-context	protection
infected	subject	COVID-19
infected	subject	Middle East respiratory syndrome
infected	subject	SARS-CoV
infected	target	HCWs
infected	target	cells
infected	target	males
infected	target	patients
infected	target	people
infected individuals	has-property	ascertained
infected individuals	has-property	reported
infection	causes	ARDS
infection	causes	complications
infection	causes	contagious
infection	causes	decrease
infection	causes	growth performance
infection	entails	COVID-19
infection	entails	outbreak
infection	has-property	Diagnosis criteria
infection	has-property	asymptomatic
infection	has-property	bacterial
infection	has-property	cases
infection	has-property	cross
infection	has-property	fatal
infection	has-property	new
infection	has-property	risk
infection	has-property	severity
infection	has-property	successful
infection	has-property	unrecognized
infection	has-property	viral
infection	in-context	COVID-19
infection	in-context	H1N1
infection	in-context	RSV
infection	in-context	SARS-CoV
infection	in-context	SARS-CoV-2
infection	in-context	SeV
infection	in-context	health-care workers
infection	in-context	one
infection	in-context	severe
infection	in-place	China
infection	in-time	December 2019
infection	in-time	early stages
infection	in-time	shortage
infection	subject	COVID-19
infection	subject	PEDV
infection	subject	SARS-CoV-2
infection	subject	bacterial
infection	subject	entry
infection	target	SARS-CoV-2
infection	target	cells
infection	target	host cells
infection	target	nodes
infection	target	pigs
infection fatality risk (IFR)	has-property	0.5% to 0.8%.
infection fatality risk (IFR)	has-property	order
infection fatality risk (IFR)	same-as	the risk
infections	causes	mean generation interval
infections	has-property	asymptomatic
infections	has-property	mix
infections	has-property	more
infections	has-property	number
infections	has-property	symptomatic
infections	in-context	COVID-19
infections	in-context	subspecies
infections	subject	COVID-19
infectious	causes	differentiating
infectious	entails	differentiating
infectious	has-property	highly
infectious	in-time	incubation period
infectious	in-time	period
infectious period	has-part	beginning
infectiousness	has-property	high
infectiousness	in-context	contact
infectiousness	in-context	droplets
infectives	has-property	asymptomatic
infectivity	has-property	greater
inferior temporal gyri	is-a	regions
inflammation	causes	destruction
inflammation	has-property	TLR4-mediated
inflammation	has-property	hyper
inflammation	has-property	mediated
inflammation	in-context	TLR4
influence	has-property	considerable
influence	in-context	RTC assembly
influence	in-context	processing order
influence	subject	length
influence	target	VI
influence	target	assembly
influence	target	processing order
influenza	has-property	pandemic
influenza	in-context	infections
influenza	in-context	virus
influenza	is-a	pandemic
influenza	is-a	pathogen
influenza	is-a	respiratory pathogen
influenza	is-a	viruses
influenza A (H1N1)	has-property	severe
inform	subject	data
inform	target	clinical significance
inform	target	data
inform	target	significance
information	has-property	SARS-CoV
information	has-property	available
information	has-property	background
information	in-context	epidemic
infrared	has-property	near
inhibited	subject	emdoin
inhibited	target	3a protein
inhibition	has-property	sensitive
inhibition	in-context	crRNA
inhibition	subject	SARS-CoV-2
inhibition	target	SARS-CoV-2
inhibition	target	sensitive
inhibitor	subject	remdesivir
inhibitor	target	2019-nCov
inhibitor	target	PARP1
inhibitors	has-property	new
inhibitors	in-context	protease
inhibitory	has-property	therapeutic effect
inhibitory	in-context	SARS-CoV-2
inhibitory	subject	darunavir
inhibitory	subject	lopinavir
inhibitory	subject	ritonavir
inhibitory	target	CEP_C30
inhibitory	target	PLVP
inhibitory activity	has-property	moderately
inhibitory effect	in-context	PLVP
inhibitory effect	in-context	SARS-CoV-2
inhibitory effect	in-place	CEP_C30
inhibitory effect of darunavir	causes	inhibitory effect
inhibitory effect of darunavir	has-property	potential therapeutic effect
inhibitory effect of darunavir	in-context	SARS-CoV-2
initiate	subject	clinicians
initiate	target	agents
initiate	target	exacerbate
injury	has-property	COVID-19 -related
injury	has-property	cardiac
injury	has-property	liver
injury	has-property	multiple
injury	has-property	serious
injury	in-context	cardiac
injury	in-context	organic
injury	in-place	liver
injury	in-time	initial stage
injury	subject	host
injury	subject	viral load
injury	target	organ
input	in-context	CT
insertion	in-place	strain
insidious	in-context	admitted
insidious	subject	fatigue
insidious	subject	fever
insidious	subject	myalgia
insidious	subject	sputum
insidious	target	patients
insight	has-property	n
insight	in-context	presence
insight	in-context	type
inspecting	in-context	number
inspecting	target	number
instructed	entails	financial
instructed	entails	health
instructed	in-context	results
instructed	in-context	symptoms
instructed	subject	Patients
instructed	target	selfisolate
insult	has-part	lung epithelium
interact	has-property	predicted
interact	subject	proteins
interact	target	ASFV
interact	target	proteins
interacted	subject	proteins
interacted	target	hits
interacting	entails	playing
interacting	subject	residues
interacting	target	nucleotides
interaction	causes	invade
interaction	has-property	Protein-protein
interaction	has-property	favorable
interaction	in-context	ACE2
interaction	in-context	CD147
interaction	in-context	SARS-CoV spike protein
interaction	in-context	SP
interaction	in-context	binds
interaction	in-context	pig 146 ACE2
interaction	in-place	receptor binding domain
interaction	subject	ACE2
interaction	subject	CD147
interaction	subject	SARS-CoV
interaction	subject	receptor binding motif
interaction	target	ACE2
interaction	target	SP
interaction	target	pig 146 ACE2
interactions	causes	stabilize
interactions	entails	depend
interactions	has-property	many
interactions	has-property	protein-protein
interactions	in-context	role
interactions	in-place	SARS proteome
interactions	subject	Ca 2+
interactions	subject	acid
interactions	subject	fatty acid
interactions	subject	glycan
interactions	target	FP
interactions with	causes	depend on
interactions with	subject	Ca 2+
interactions with	target	FP
interactive	has-property	tightly
interactive	in-context	each other
interacts	in-context	lane 3
interacts	subject	CTD
interacts	target	CTD
interface	in-context	ACE2
interface sequence	has-property	closer
interfaces	in-context	COVID-19
interfaces	in-context	SARS-2002
interferon	causes	disrupts
interferon	causes	entering
interleukin-6	has-property	important
interleukin-6	is-a	cytokines
interleukin-6	same-as	IL-6
interleukin-6 (IL-6)	is-a	cytokines
intermediate compartment	has-property	endoplasmic
intermediates	causes	evolution
intermediates	has-property	phylogenetic
interval	has-property	mean
interval	in-context	generation
intervention	causes	psychological treatment
intervention	entails	facilitate
intervention	has-property	aggressive
intervention	has-property	constant-strength
intervention	has-property	early
intervention	has-property	required
intervention	has-property	strength
intervention	in-context	patients
intervention	in-context	strength
intervention	target	VT
intervention	target	patients
intervention	target	stress
interventions	has-property	high-quality
interventions	has-property	priority
interventions	has-property	targeting
interventions	in-context	contact tracing
interventions	in-context	least vulnerable
interventions	in-context	population
interventions	in-context	protect
interventions	in-context	scenario
interventions	in-context	tracing
intracellular	in-context	pools
intracellular origin	subject	viral RNA
introducing	subject	This
introducing	target	bias
introducing bias	has-part	fixed-target PCR
introducing bias	has-part	serologic
introduction	is-a	changes
introduction	target	atom
introduction	target	nitrogen atom
invade	has-property	symptoms
invade	in-context	high-affinity binding
invade	subject	SARS
invade	subject	SARS coronaviruses
invade	subject	SARS-CoV-2
invade	subject	SARS-CoV-2 coronaviruses
invade	target	cells
invade	target	digestive system
invade	target	hematological system
invade	target	host cells
invade	target	human cells
invade	target	respiratory system
invade	target	urinary system
invasion	has-property	SARS-CoV-2
invasion	in-context	SARS-CoV
invasion	in-place	cells
invasion	subject	SARS-CoV
invasion	subject	viruses
invasion	target	cells
invasion	target	host cells
investigate	causes	performed
investigate	in-context	PCR
investigate	in-context	Taq polymerase PCR stop assay
investigate	target	dynamics
investigate	target	formation
investigate	target	stop
investigation	has-property	further
investigation	in-place	hospital
investment	in-context	implementation
involved	in-context	features
involved	in-context	membrane permeabilization
involved	subject	T925
involved	subject	amino acids
involved	subject	mechanism
involved	target	binding
involved	target	binds to
involved	target	catalysis
involved	target	improved
involved	target	interaction
involving	subject	Carriage
involving	target	fluctuations
ion NTP hydrolysis	has-property	key role
ion NTP hydrolysis	in-context	nucleotides
ion NTP hydrolysis	subject	residues
is	subject	amplitude
is	subject	mortality
is	subject	process
is	subject	protein
is	target	half the amplitude
is	target	lower
is	target	protein
is	target	reaction
is due	subject	number
is due	target	less
is due	target	milder
is half	subject	amplitude
is half	target	amplitude
is sufficient	subject	flu vaccine
is sufficient	target	COVID-19 prevention
is the key	subject	deficiency
is the key	subject	incapacity
is the key	target	pathology
isolated	entails	implemented
isolated	in-place	body fluids
isolated	in-place	fluids
isolated	in-place	secretions
isolated	target	coronaviruses
isolated	target	pathogen
isolated	target	respiratory pathogen
isolates	has-property	domesticated
isolates	has-property	related
isolates	has-property	unclassified
isolates	is-a	yeasts
isolation	causes	reduce
isolation	has-property	imperfect
isolation	has-property	rapid
isolation	in-context	people
isolation	target	cases
isolation	target	infections
isolation	target	people
isopropyl ether 172	has-property	substituent
it	has-property	potential
it	has-property	related
it	is-a	bioterrorism agent
it	same-as	SARS-CoV
it	same-as	mRNA pseudoknot
its	same-as	viral RNA
its receptor	has-property	dipeptidyl peptidase 4
itself	same-as	SARS-CoV-2
justification	has-property	biological
keep	subject	authorities
keep	target	contained
key	in-context	management
key	in-context	treatment
key point	in-context	patients
key point for	subject	CT
key point for	target	patients
key residues	has-property	critical
key residues	has-property	six
key residues	in-place	SARS-CoV
key residues	subject	are all different
key residues	subject	binding to
key role	in-context	hydrolysis
key to	subject	establishment
key to	target	success
kicks in	subject	fermentation
kidney disease	has-property	basic
kidney disease	subject	patients
kidney function	in-context	patients
kinetics	in-context	aggregation
kinetochores	has-property	last
kinetochores	has-property	unattached
knowledge	has-property	COVID-19-related
knowledge	has-property	medical
knowledge	has-property	previous
knowledge	in-context	transmission approaches
knowledge	in-time	previous
laborious	in-context	processing steps
lack of knowledge	in-context	about transmission approaches
lack of treatment	subject	makes
landscapes	has-property	energy
landscapes	has-property	rugged
landscapes	in-context	CTLV1
landscapes	in-context	CTLV2
landscapes	in-context	CTLV3
landscapes	in-context	CTLV4
landscapes	in-context	CTT sequences
landscapes	in-context	increasing
landscapes	in-context	sequences
landscapes	in-context	variants
large value	in-context	screening
large value	in-context	testing
larger	in-context	0.1
late	in-context	January
latent	in-place	humans
latent	in-time	long time
later	in-time	January 23
later	target	January 23
law	in-context	development
law	in-context	epidemic development
lead	target	levels of prevented cases
leading	subject	branch
leading	subject	complications
leading	subject	spreading
leading	target	COVID-19
leading	target	adverse outcomes
leading	target	death
leading	target	declaration
leading	target	disease progression
leading	target	treatment failure
leading to	subject	branch
leading to	target	COVID-19
leads	subject	expressed
leads	target	learning
leads	target	respiratory failure
learn	has-property	biological justification
learn	has-property	justification
learn	has-property	possible
learn	in-context	position
learn	subject	filter
learn	target	only negative weights
learn	target	weights
learning	has-property	efficient
learning	has-property	fast
learning	in-context	sequences
learning	target	sequences
led	has-property	administratively
led	has-property	directly
led	subject	department,
led	target	president
left hemisphere posterior superior	is-a	regions
length	causes	contigs
length	has-property	30kb
length	has-property	longer
lengths	in-context	linker
lesion	has-property	fibrous
lesions	in-place	lung
less	has-property	little
less	in-context	MERS-CoV
less	in-context	SARS-CoV
less	in-context	susceptibility
less	in-context	widespread
less	subject	estimate
less	subject	infected
less	target	COVID-19
less	target	infected
less	target	series
less	target	widespread
lesser	in-context	compared
level	has-property	individuals'
level	in-context	exercise
level	in-context	expression
level of cross-immunity	in-context	HCoV-OC43
level of exercise	causes	relationship
levels	entails	injury
levels	entails	pneumonia
levels	has-property	decreased
levels	has-property	elevated
levels	has-property	high
levels	has-property	higher
levels	has-property	increased
levels	has-property	very high
levels	in-context	ALT
levels	in-context	AST
levels	in-context	IFN-β
levels	in-context	IL-10
levels	in-context	IL-6
levels	in-context	ISG
levels	in-context	LDH
levels	in-context	PCT
levels	in-context	PD-1
levels	in-context	TNF-α
levels	in-context	Tim-3
levels	in-context	enzymes
levels	in-context	exhaustion markers
levels	in-context	lymphocyte
levels	in-context	marker
levels	in-context	markers
levels	in-context	meet
levels	in-context	myocardial enzymes
levels	in-context	patients
levels	in-context	prealbumin
levels	in-context	serum IL-10
levels	in-place	T cells
levels	in-place	half
levels	in-place	one-third
levels	in-time	on admission
levels	is-a	marker
levels of LDH	has-property	increased
levels of prealbumin	has-property	decreased
library	has-property	original
life cycle	in-context	yeast
life cycle	subject	SARS-CoV
ligand	in-context	RBD
ligands	entails	role
ligands	in-context	acid
ligands	in-context	glycan
ligands	in-place	S1-S2
like	subject	parameters
like	target	CoVID-19
limit	subject	Social distancing
limit	subject	closures
limit	subject	distancing
limit	subject	school closures
limit	target	COVID-19 cases
limit	target	cases
limited	entails	change
limited	in-context	groups
limited	target	travel
lineages	has-property	3D G64S
lineages	in-context	158
lines	has-property	cell
linked	entails	counteract
linked	subject	ability
linked	target	conformation
liposomes	has-property	ampicillin-loaded
liposomes	has-property	heat-triggered
liposomes,	has-property	ampicillin-loaded
liposomes,	has-property	heat-triggered
lived	in-place	epidemic areas
lived	subject	people
liver	in-context	human
liver	in-place	ductal organoid
liver injury	in-place	one-third
living	in-place	Spain
load	has-property	high
load	has-property	viral
load	in-context	early stage
load	in-time	after symptom onset
load	subject	SARS-CoV-2
localized	in-place	cell membrane
localized	in-place	endoplasmic reticulum-Golgi intermediate compartment
localized	subject	GFP-MAD2 L13A
localized	subject	accessory proteins
localized	subject	yeast cytoplasmically
localized	target	linear double-stranded DNA plasmids
localized	target	metaphase kinetochores
locations	has-property	allow
locations	in-context	early stage
long after	in-context	downturns
long disorder segment	has-property	44-84 residues
long disorder segment	has-property	48-84 residues
longer	entails	decreases
longer	entails	more
longer	in-context	estimated
longer	subject	225 genome length
longer	subject	interval
longer	subject	read length
longer	target	cases
look-back windows	has-property	smaller
loops	has-property	flexible
loops	has-property	long
lopinavir	has-property	therapeutic effect
lopinavir	is-a	HIV-1 protease inhibitors
lopinavir	is-a	candidates
lopinavir	is-a	inhibitors
loss	has-property	decay-induced
loss	has-property	transcript
loss	has-property	viral
loss	target	transcript
low	in-context	<190/µL
low temperatures	in-context	survive
lower	has-property	effectively
lower	in-context	acquiring
lower	in-context	population
lower	in-context	risk
lower	in-time	winter
lower	subject	blood group O
lower	subject	mobility reduction
lower	subject	reduction
lower	target	airway microbial diversity
lower	target	fatality rate
lower	target	humidity
lower	target	incidence rate
lower	target	non-O blood groups
lower-case	in-context	Middle Eastern respiratory syndrome
lower-case	in-context	severe acute respiratory syndrome
lowest energy snapshot	in-context	trajectory
lung	has-part	epithelial
lung	has-part	epithelial cells
lung macrophage	has-property	population
lung mask	has-property	3D
lung mask	in-context	CT volume
lungs	in-context	COVID-19
lymphocyte	causes	cellular pathology
lymphocyte	has-property	circulating
lymphocyte	has-property	targetedly
lymphocytopenia	has-property	peripheral
lymphocytopenia	is-a	feature
lymphopenia	is-a	indicator
lysis	has-property	hemagglutinin-induced
mNGS	causes	identification
mNGS	entails	diagnostic
mNGS	in-context	bacterial pathogens
mNGS	in-context	clinical testing
mNGS	in-context	simultaneous
mNGS	same-as	Metagenomic next-generation sequencing
mRNA pseudoknot	has-property	three-stemmed
machinery	has-property	replication
main protease	has-property	essential
main protease	in-context	SARS-CoV
main protease	is-a	target
maintain	target	populations
maintains	subject	PARP2
maintains	target	genomic stability
maintenance	causes	effect
maintenance	target	levels
maintenance	target	lymphocyte levels
majority	entails	exacerbated
majority	entails	worsen
majority	has-property	elderly
majority	in-context	data
majority	in-context	parents
makes	subject	human to human transmission
makes	subject	mutation rate
makes	subject	survival time
makes	target	it
malaria	has-property	transmission
male	has-property	susceptible
male	in-context	patients
mammals	has-property	other
managed	causes	exposed
managed	has-property	pragmatically
managed	target	patients
managed	target	these
managemen	has-property	standardized
managemen	subject	obtain
managemen	subject	prognosis
managemen	subject	reduces
management	has-property	related
management	subject	respiratory pathogen
management	target	patients
manifestations	has-property	clinical
manifestations	has-property	neurological
manifestations	has-property	reported
manifestations	in-context	patients
many	in-context	cases
marker	has-property	suggesting
marker	in-context	cardiac
marker	in-context	corresponding
marker	target	complexity
marker levels	has-property	cardiac
marker levels	has-property	elevated
marker levels	in-context	half
markers	in-context	damage
markers	in-context	myocardial damage
matches	entails	equivalent
matches	subject	strength
matches	target	strength
matter	has-part	fasciculus
matter	has-property	underlying
matter	has-property	white
may be	has-part	latent
mean	has-property	5.84
mean	has-property	Reff(t)
mean	has-property	equal
mean	in-context	COVID-19
mean	in-context	Reff(t)
mean	in-context	incubation
mean	same-as	5.84
mean PPID	has-property	equal
mean PPID	in-context	Bat CoV
mean PPID	in-context	Human SARS
mean PPID	in-context	SARS-CoV-2
mean generation interval	has-property	longer
mean generation interval	in-context	COVID-19
measure	has-property	difficult
measure	target	occur
measurement	in-context	comprehensive
measurement	in-context	culture independent
measurement	target	microbial composition
measures	causes	82%
measures	causes	decreased
measures	causes	delay
measures	causes	reduce
measures	causes	reduction
measures	causes	transmission
measures	entails	reduction
measures	has-property	comprehensive
measures	has-property	containment
measures	has-property	control
measures	has-property	cost-effective
measures	has-property	enhanced
measures	has-property	important
measures	has-property	imposed
measures	has-property	preventive
measures	has-property	stringent
measures	in-context	control
measures	in-context	hygiene
measures	in-context	public health
measures	in-time	January
measures	is-a	factors
measures	is-a	measures
mechanism	has-property	overall
mechanism	in-context	efficiency
mechanism	in-context	sensitivity
mechanisms	causes	exacerbations
mechanisms	has-property	understood
median	has-property	133 days
median	has-property	5.0
median	in-context	COVID-19
median	in-context	incubation
median	same-as	5.0
mediate	has-property	directly
mediate	subject	latter
mediate	subject	residues 424-494
mediate	target	infection
mediate	target	interaction
mediate	target	invasion
meet	subject	features
meet	subject	markers
meet	target	definition
meets	entails	has
meets	subject	RT-LAMP
meets	target	these
members	has-property	cohabiting
members	in-context	cohabiting
members	in-context	family
membrane	has-property	hyaline
membrane	in-context	permeabilization
mental health problems	in-context	HCWs
merging	causes	leads
merging	causes	learning
merging	target	prediction results
merging	target	results
metapopulations	has-property	efficient
metapopulations	is-a	models
method	has-property	excellent performances
method	has-property	high adaptability
method	has-property	important
method	has-property	objective
method	has-property	pcMNPs-based
method	has-property	robustness
method	in-context	RNA markers
method	is-a	simplicity
methods	has-property	RT-PCR-based
mice	has-property	Aged
mice	has-property	Alzheimer's mutations
mice	has-property	aged
mice	has-property	deletion
mice	has-property	presenilin-1
mice	has-property	transgenic
mice	has-property	wildtype
mice	has-property	young Tg
mice	in-context	Aged transgenic
mice	in-context	Alzheimer's mutations
mice	in-context	aged wildtype
mice	in-context	young Tg
microarray approaches	has-property	useful
microarrays	causes	detection
microbe	has-property	underlying
microbe	in-context	underlying
microbes	has-property	respiratory pathogenicity
microbes	has-property	transcriptionally active
microbes transcriptionally	has-property	respiratory pathogenicity
microbes transcriptionally	in-context	active
microbial composition	has-property	measurement
microbiome	has-part	airway
microglial-targeted radiotracer	in-context	activated
middle temporal gyri	is-a	regions
migrants	in-place	Spain
mild	is-a	patients
milder	in-context	presentation
milieu	has-property	proinflammatory
minimized	has-property	first
minimized	in-context	1000
minimized	in-context	using
minimized	target	NS2B-NS3pro
missing	subject	salt-bridge
missing	target	SARS-CoV-2 RBD
model	has-property	SARS-CoV-2
model	has-property	dynamic
model	has-property	effective
model	has-property	infection
model	has-property	mathematical
model	has-property	mouse
model	has-property	outputs
model	has-property	useful
model	in-context	identifying
model	is-a	one
model amyloidogenic peptide derived from IAPP	same-as	NNFGAIL
model outputs	has-property	useful
modeling	subject	SEIR-PO
modeling	subject	SEIR-QD
modeling	target	COVID-10 epidemics
models	has-property	computationally inefficient
models	has-property	high resolution
models	has-property	network based
modulating	target	S1
modulating	target	S2
modulating	target	interfaces
molecular diagnosis	in-context	potential
molecular diagnosis	subject	pcMNPs-based method
molecular diagnosis	target	SARS-CoV-2
molecule	has-property	ATP
molecules	causes	Zika NS2B-NS3pro
molecules	causes	pocket
molecules	has-property	RNA
molecules	has-property	different scaffols
molecules	has-property	many
molecules	has-property	small
molecules	in-context	2 μg
molecules	in-context	scaffols
monitoring	has-property	active
monitoring	has-property	fetal
monitoring	in-context	women
monitoring	target	fetal
monkeys	in-context	SARS-CoV-2
monkeys with SARS-CoV-2 infection	in-context	recovery
morbidity	has-property	significant
morbidity	in-context	outbreak
more	causes	decrease
more	in-context	70%
more	in-context	infections
more	in-context	managed
more	in-context	persistent
more	in-context	symptomatic
more	in-context	time
more	subject	precipitation
more	subject	these
more	target	contigs
more	target	patients
more	target	severe
more contagious	in-context	SARS
morphology	has-property	rounded
morphology	has-property	specific
mortality	has-part	effects
mortality	has-property	lower
mortality	has-property	related
mortality	has-property	significant
mortality	in-context	COVID-19
mortality	in-context	infection
mortality	in-context	outbreak
mortality	subject	LRTI
mortality	subject	SARS-CoV-2
mortality	target	recipients
most	has-property	NCP type
most	in-context	24
mothers	in-context	COVID-19
mothers	in-context	pneumonia
motif	entails	properties
motif	has-property	receptor binding
motifs	in-context	sequence
motivates	subject	This
motivates	subject	goal
motivates	target	design
motor	has-property	antagonistic
mouse model	has-property	effective
mouse model	in-context	SARS-CoV-2 infection
movement	in-context	machinery
movement	subject	polymerase replication machinery
moving	in-place	naphthyl ring system
moving	is-a	changes
moving	target	isopropyl ether 172
muscle	in-place	skeletal
mutagenesis	in-context	PCR
mutagenesis	subject	PCR
mutation rate	has-property	High
mutation rate	subject	makes
mutations	has-property	nucleotide
mutations	has-property	pathogenic
mutations	has-property	synonymous
mutations	in-context	RaTG13
mutations	in-context	SARS-CoV-2
mutations	in-context	human telomerase RNA
mutations	in-place	PK
mutations	in-place	strain
myalgia	has-property	insidious
myalgia	has-property	prominent
myalgia	is-a	associated
myalgia	is-a	manifestations
myalgia	is-a	symptoms
nasal	is-a	swab
nasal symptoms	is-a	symptoms
nasopharyngeal	is-a	swab
ndividuals	has-property	level of exercise
necessary	entails	to achieve
necessary	target	to occur
need	entails	exposed
need	has-property	model
need	in-context	managed
need	in-context	mouse model
need	in-context	patients
need	in-context	ventilatory support
need	subject	triggers
need	target	investigation
need	target	more
need	target	provision
need	target	ventilatory support
needed	in-context	assimilate
needed	in-context	mothers
needed	subject	breastfeeding
needed	subject	deciding
needed	subject	encouragement
needed	subject	use
needed	target	consensus
negative	is-a	selection
negative testing	in-context	clinical
network based	has-property	inefficient
network based	is-a	models
network proximity analysis	entails	association
neutralize	subject	antibodies
neutralize	target	2019-nCoV
newborns	in-context	mothers
niches	has-property	wild
nine	in-context	residues
nitrogen atom	has-property	additional
nitrogen atom	has-property	aromatic
nitrogen atom	has-property	bound
nitrogen atom	has-property	ring-173
nitrogen atom	same-as	B#57
normal diploid genomes	same-as	not inbred lab strains
normal diploid genomes	same-as	wild strains
not	same-as	found
not closer	in-context	ORF3b
not exactly the same	in-context	that
not targeted	has-part	specifically
not targeted	target	SARS-CoV-2
notably reduced	has-property	but still high
notably reduced	subject	protein
notably reduced	target	genetic similarity
noted	in-context	examining
noted	in-place	106 parenchymal staining
noted	in-place	airway
noted	in-place	antigen distribution
noted	in-place	identity scale
noted	in-place	models
noted	subject	differences
noted	target	Muc4
noted	target	WT
noted	target	differences
noted	target	homology
nsp8-9	is-a	cleavage site
nucleic acid	has-property	Positive
nucleic acid	in-place	blood samples
nucleic acid	in-place	respiratory
nucleocapsid	same-as	N
nucleocapsid (N) protein	is-a	protein
nucleotides	in-context	adenosine
nucleotides	in-context	state
numbe	in-context	cases
number	has-part	epitopes
number	has-property	associated
number	has-property	bound
number	has-property	effective
number	has-property	large
number	has-property	limited
number	has-property	low
number	has-property	real
number	has-property	reproductive
number	has-property	significant
number	in-context	COVID-19
number	in-context	HLA types
number	in-context	T
number	in-context	T cell
number	in-context	amino acid positions
number	in-context	cases
number	in-context	patients
number	in-context	reproduction
number	in-context	substitutions
number	in-context	types
number of cases	has-property	traced
number of cases	has-property	upper bound
numbers	has-property	average
numbers	has-property	higher
numbers	has-property	off-diagonal
numbers	in-context	CD4 + T
numbers	in-context	CD4 + T cells
numbers	in-context	CD8 + T
numbers	in-context	T cells
numbers	in-context	off-diagonal
numbers	is-a	genes
n°1	causes	detection
n°1	causes	identification
n°1	is-a	assay set
observed	in-place	proteome
observed	subject	interactions
observed	target	difference
obtain	target	clinical response
occur	entails	population immunity
occur	has-property	reported
occur	has-property	some
occur	in-context	isolation
occur	in-context	surveillance
occur	in-time	before
occur	subject	beginning
occur	subject	infections
occur	target	COVID-19 clusters
occur	target	onset
occurred	in-place	China
occurred	in-time	late-December 2019
